home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,result
Sport-PE,PE,Chapecoense-SC,SC,2,1,2014,2,1
Figueirense-SC,SC,Bahia-BA,BA,0,2,2014,2,0
Gremio-RS,RS,Atletico-MG,MG,2,1,2014,2,1
Santos-SP,SP,Gremio-RS,RS,0,0,2014,3,0
Atletico-PR,PR,Cruzeiro-MG,MG,2,3,2014,3,0
Sao Paulo-SP,SP,Coritiba-PR,PR,2,2,2014,3,0
Fluminense-RJ,RJ,Vitoria-BA,BA,1,2,2014,3,0
Flamengo-RJ,RJ,Palmeiras-SP,SP,4,2,2014,3,1
Bahia-BA,BA,Botafogo-RJ,RJ,1,0,2014,3,1
Internacional-RS,RS,Sport-PE,PE,2,1,2014,3,1
Criciuma-SC,SC,Figueirense-SC,SC,1,0,2014,3,1
Atletico-MG,MG,Goias-GO,GO,0,1,2014,3,0
Chapecoense-SC,SC,Corinthians-SP,SP,0,1,2014,3,0
Internacional-RS,RS,Atletico-PR,PR,2,1,2014,4,1
Palmeiras-SP,SP,Goias-GO,GO,2,0,2014,4,1
Botafogo-RJ,RJ,Criciuma-SC,SC,6,0,2014,4,1
Fluminense-RJ,RJ,Flamengo-RJ,RJ,2,0,2014,4,1
Atletico-MG,MG,Cruzeiro-MG,MG,2,1,2014,4,1
Chapecoense-SC,SC,Gremio-RS,RS,1,2,2014,4,0
Sao Paulo-SP,SP,Corinthians-SP,SP,1,1,2014,4,0
Coritiba-PR,PR,Sport-PE,PE,0,1,2014,4,0
Bahia-BA,BA,Vitoria-BA,BA,1,1,2014,4,0
Figueirense-SC,SC,Santos-SP,SP,0,2,2014,4,0
Goias-GO,GO,Botafogo-RJ,RJ,2,0,2014,5,1
Cruzeiro-MG,MG,Coritiba-PR,PR,3,2,2014,5,1
Atletico-PR,PR,Chapecoense-SC,SC,1,1,2014,5,0
Gremio-RS,RS,Fluminense-RJ,RJ,1,0,2014,5,1
Flamengo-RJ,RJ,Sao Paulo-SP,SP,0,2,2014,5,0
Corinthians-SP,SP,Figueirense-SC,SC,0,1,2014,5,0
Santos-SP,SP,Atletico-MG,MG,1,2,2014,5,0
Vitoria-BA,BA,Palmeiras-SP,SP,0,1,2014,5,0
Criciuma-SC,SC,Internacional-RS,RS,0,0,2014,5,0
Sport-PE,PE,Bahia-BA,BA,1,0,2014,5,1
Coritiba-PR,PR,Internacional-RS,RS,1,1,2014,6,0
Flamengo-RJ,RJ,Bahia-BA,BA,1,1,2014,6,0
Criciuma-SC,SC,Chapecoense-SC,SC,1,0,2014,6,1
Cruzeiro-MG,MG,Sport-PE,PE,2,0,2014,6,1
Corinthians-SP,SP,Atletico-PR,PR,1,1,2014,6,0
Gremio-RS,RS,Botafogo-RJ,RJ,2,1,2014,6,1
Fluminense-RJ,RJ,Sao Paulo-SP,SP,5,2,2014,6,1
Palmeiras-SP,SP,Figueirense-SC,SC,1,0,2014,6,1
Goias-GO,GO,Santos-SP,SP,2,2,2014,6,0
Vitoria-BA,BA,Atletico-MG,MG,2,3,2014,6,0
Bahia-BA,BA,Fluminense-RJ,RJ,0,1,2014,7,0
Sao Paulo-SP,SP,Gremio-RS,RS,1,0,2014,7,1
Figueirense-SC,SC,Goias-GO,GO,0,1,2014,7,0
Sport-PE,PE,Corinthians-SP,SP,1,4,2014,7,0
Santos-SP,SP,Flamengo-RJ,RJ,0,0,2014,7,0
Atletico-PR,PR,Coritiba-PR,PR,2,0,2014,7,1
Internacional-RS,RS,Cruzeiro-MG,MG,1,3,2014,7,0
Chapecoense-SC,SC,Palmeiras-SP,SP,2,0,2014,7,1
Atletico-MG,MG,Criciuma-SC,SC,0,0,2014,7,0
Botafogo-RJ,RJ,Vitoria-BA,BA,1,1,2014,7,0
Sport-PE,PE,Gremio-RS,RS,0,0,2014,8,0
Criciuma-SC,SC,Coritiba-PR,PR,1,0,2014,8,1
Palmeiras-SP,SP,Botafogo-RJ,RJ,0,2,2014,8,0
Internacional-RS,RS,Chapecoense-SC,SC,2,0,2014,8,1
Goias-GO,GO,Vitoria-BA,BA,0,0,2014,8,0
Atletico-MG,MG,Fluminense-RJ,RJ,2,0,2014,8,1
Atletico-PR,PR,Sao Paulo-SP,SP,2,2,2014,8,0
Corinthians-SP,SP,Cruzeiro-MG,MG,1,0,2014,8,1
Flamengo-RJ,RJ,Figueirense-SC,SC,1,1,2014,8,0
Bahia-BA,BA,Santos-SP,SP,0,2,2014,8,0
Coritiba-PR,PR,Goias-GO,GO,3,0,2014,9,1
Sao Paulo-SP,SP,Atletico-MG,MG,2,1,2014,9,1
Vitoria-BA,BA,Sport-PE,PE,0,1,2014,9,0
Chapecoense-SC,SC,Bahia-BA,BA,2,1,2014,9,1
Gremio-RS,RS,Palmeiras-SP,SP,0,0,2014,9,0
Cruzeiro-MG,MG,Flamengo-RJ,RJ,3,0,2014,9,1
Santos-SP,SP,Criciuma-SC,SC,2,0,2014,9,1
Fluminense-RJ,RJ,Internacional-RS,RS,1,1,2014,9,0
Figueirense-SC,SC,Atletico-PR,PR,1,3,2014,9,0
Botafogo-RJ,RJ,Corinthians-SP,SP,1,0,2014,9,1
Coritiba-PR,PR,Figueirense-SC,SC,0,2,2014,10,0
Sport-PE,PE,Botafogo-RJ,RJ,1,0,2014,10,1
Gremio-RS,RS,Goias-GO,GO,0,0,2014,10,0
Bahia-BA,BA,Sao Paulo-SP,SP,0,2,2014,10,0
Criciuma-SC,SC,Fluminense-RJ,RJ,3,2,2014,10,1
Flamengo-RJ,RJ,Atletico-PR,PR,1,2,2014,10,0
Corinthians-SP,SP,Internacional-RS,RS,2,1,2014,10,1
Santos-SP,SP,Palmeiras-SP,SP,2,0,2014,10,1
Cruzeiro-MG,MG,Vitoria-BA,BA,3,1,2014,10,1
Chapecoense-SC,SC,Atletico-MG,MG,1,1,2014,10,0
Sao Paulo-SP,SP,Chapecoense-SC,SC,0,1,2014,11,0
Figueirense-SC,SC,Gremio-RS,RS,0,1,2014,11,0
Atletico-MG,MG,Bahia-BA,BA,1,1,2014,11,0
Botafogo-RJ,RJ,Coritiba-PR,PR,1,0,2014,11,1
Internacional-RS,RS,Flamengo-RJ,RJ,4,0,2014,11,1
Palmeiras-SP,SP,Cruzeiro-MG,MG,1,2,2014,11,0
Vitoria-BA,BA,Corinthians-SP,SP,0,0,2014,11,0
Goias-GO,GO,Sport-PE,PE,0,0,2014,11,0
Atletico-PR,PR,Criciuma-SC,SC,2,0,2014,11,1
Fluminense-RJ,RJ,Santos-SP,SP,1,0,2014,11,1
Santos-SP,SP,Chapecoense-SC,SC,3,0,2014,12,1
Criciuma-SC,SC,Vitoria-BA,BA,1,3,2014,12,0
Cruzeiro-MG,MG,Figueirense-SC,SC,5,0,2014,12,1
Bahia-BA,BA,Internacional-RS,RS,0,1,2014,12,0
Goias-GO,GO,Sao Paulo-SP,SP,2,1,2014,12,1
Atletico-PR,PR,Fluminense-RJ,RJ,0,3,2014,12,0
Sport-PE,PE,Atletico-MG,MG,2,1,2014,12,1
Corinthians-SP,SP,Palmeiras-SP,SP,2,0,2014,12,1
Gremio-RS,RS,Coritiba-PR,PR,2,3,2014,12,0
Flamengo-RJ,RJ,Botafogo-RJ,RJ,1,0,2014,12,1
Botafogo-RJ,RJ,Cruzeiro-MG,MG,1,1,2014,13,0
Sao Paulo-SP,SP,Criciuma-SC,SC,1,1,2014,13,0
Vitoria-BA,BA,Gremio-RS,RS,2,1,2014,13,1
Figueirense-SC,SC,Sport-PE,PE,3,0,2014,13,1
Chapecoense-SC,SC,Flamengo-RJ,RJ,1,0,2014,13,1
Coritiba-PR,PR,Corinthians-SP,SP,0,0,2014,13,0
Palmeiras-SP,SP,Bahia-BA,BA,1,1,2014,13,0
Atletico-MG,MG,Atletico-PR,PR,3,1,2014,13,1
Internacional-RS,RS,Santos-SP,SP,1,0,2014,13,1
Fluminense-RJ,RJ,Goias-GO,GO,2,0,2014,13,1
Criciuma-SC,SC,Cruzeiro-MG,MG,0,0,2014,14,0
Bahia-BA,BA,Goias-GO,GO,1,0,2014,14,1
Fluminense-RJ,RJ,Coritiba-PR,PR,1,1,2014,14,0
Internacional-RS,RS,Gremio-RS,RS,2,0,2014,14,1
Atletico-PR,PR,Botafogo-RJ,RJ,2,0,2014,14,1
Santos-SP,SP,Corinthians-SP,SP,0,1,2014,14,0
Flamengo-RJ,RJ,Sport-PE,PE,1,0,2014,14,1
Atletico-MG,MG,Palmeiras-SP,SP,2,1,2014,14,1
Sao Paulo-SP,SP,Vitoria-BA,BA,3,1,2014,14,1
Chapecoense-SC,SC,Figueirense-SC,SC,0,1,2014,14,0
Goias-GO,GO,Internacional-RS,RS,0,1,2014,15,0
Corinthians-SP,SP,Bahia-BA,BA,1,1,2014,15,0
Gremio-RS,RS,Criciuma-SC,SC,2,0,2014,15,1
Vitoria-BA,BA,Chapecoense-SC,SC,0,0,2014,15,0
Cruzeiro-MG,MG,Santos-SP,SP,3,0,2014,15,1
Coritiba-PR,PR,Flamengo-RJ,RJ,0,1,2014,15,0
Palmeiras-SP,SP,Sao Paulo-SP,SP,1,2,2014,15,0
Sport-PE,PE,Atletico-PR,PR,1,1,2014,15,0
Figueirense-SC,SC,Atletico-MG,MG,2,2,2014,15,0
Botafogo-RJ,RJ,Fluminense-RJ,RJ,2,0,2014,15,1
Sport-PE,PE,Palmeiras-SP,SP,2,1,2014,16,1
Figueirense-SC,SC,Botafogo-RJ,RJ,1,0,2014,16,1
Santos-SP,SP,Atletico-PR,PR,2,0,2014,16,1
Bahia-BA,BA,Criciuma-SC,SC,0,0,2014,16,0
Coritiba-PR,PR,Vitoria-BA,BA,2,0,2014,16,1
Internacional-RS,RS,Sao Paulo-SP,SP,0,1,2014,16,0
Chapecoense-SC,SC,Fluminense-RJ,RJ,1,0,2014,16,1
Flamengo-RJ,RJ,Atletico-MG,MG,2,1,2014,16,1
Corinthians-SP,SP,Goias-GO,GO,5,2,2014,16,1
Cruzeiro-MG,MG,Gremio-RS,RS,1,0,2014,16,1
Botafogo-RJ,RJ,Chapecoense-SC,SC,1,0,2014,17,1
Atletico-MG,MG,Internacional-RS,RS,1,0,2014,17,1
Palmeiras-SP,SP,Coritiba-PR,PR,1,0,2014,17,1
Fluminense-RJ,RJ,Sport-PE,PE,4,0,2014,17,1
Sao Paulo-SP,SP,Santos-SP,SP,2,1,2014,17,1
Vitoria-BA,BA,Figueirense-SC,SC,0,1,2014,17,0
Gremio-RS,RS,Corinthians-SP,SP,2,1,2014,17,1
Criciuma-SC,SC,Flamengo-RJ,RJ,0,2,2014,17,0
Atletico-PR,PR,Bahia-BA,BA,0,0,2014,17,0
Goias-GO,GO,Cruzeiro-MG,MG,0,1,2014,17,0
Palmeiras-SP,SP,Internacional-RS,RS,0,1,2014,18,0
Cruzeiro-MG,MG,Chapecoense-SC,SC,4,2,2014,18,1
Figueirense-SC,SC,Sao Paulo-SP,SP,1,1,2014,18,0
Botafogo-RJ,RJ,Santos-SP,SP,1,0,2014,18,1
Coritiba-PR,PR,Atletico-MG,MG,0,0,2014,18,0
Corinthians-SP,SP,Fluminense-RJ,RJ,1,1,2014,18,0
Sport-PE,PE,Criciuma-SC,SC,2,0,2014,18,1
Vitoria-BA,BA,Flamengo-RJ,RJ,1,2,2014,18,0
Gremio-RS,RS,Bahia-BA,BA,1,0,2014,18,1
Goias-GO,GO,Atletico-PR,PR,3,1,2014,18,1
Flamengo-RJ,RJ,Gremio-RS,RS,0,1,2014,19,0
Santos-SP,SP,Vitoria-BA,BA,3,1,2014,19,1
Chapecoense-SC,SC,Goias-GO,GO,0,0,2014,19,0
Criciuma-SC,SC,Corinthians-SP,SP,0,0,2014,19,0
Atletico-MG,MG,Botafogo-RJ,RJ,1,0,2014,19,1
Sao Paulo-SP,SP,Sport-PE,PE,2,0,2014,19,1
Fluminense-RJ,RJ,Cruzeiro-MG,MG,3,3,2014,19,0
Atletico-PR,PR,Palmeiras-SP,SP,1,1,2014,19,0
Bahia-BA,BA,Coritiba-PR,PR,0,0,2014,19,0
Internacional-RS,RS,Figueirense-SC,SC,2,3,2014,19,0
Gremio-RS,RS,Atletico-PR,PR,1,0,2014,20,1
Palmeiras-SP,SP,Criciuma-SC,SC,1,0,2014,20,1
Figueirense-SC,SC,Fluminense-RJ,RJ,1,1,2014,20,0
Sport-PE,PE,Santos-SP,SP,3,1,2014,20,1
Coritiba-PR,PR,Chapecoense-SC,SC,3,0,2014,20,1
Goias-GO,GO,Flamengo-RJ,RJ,1,0,2014,20,1
Botafogo-RJ,RJ,Sao Paulo-SP,SP,2,4,2014,20,0
Vitoria-BA,BA,Internacional-RS,RS,2,0,2014,20,1
Corinthians-SP,SP,Atletico-MG,MG,1,0,2014,20,1
Cruzeiro-MG,MG,Bahia-BA,BA,2,1,2014,20,1
Fluminense-RJ,RJ,Palmeiras-SP,SP,3,0,2014,21,1
Chapecoense-SC,SC,Sport-PE,PE,3,1,2014,21,1
Santos-SP,SP,Coritiba-PR,PR,2,1,2014,21,1
Flamengo-RJ,RJ,Corinthians-SP,SP,1,0,2014,21,1
Internacional-RS,RS,Botafogo-RJ,RJ,2,0,2014,21,1
Sao Paulo-SP,SP,Cruzeiro-MG,MG,2,0,2014,21,1
Bahia-BA,BA,Figueirense-SC,SC,3,0,2014,21,1
Criciuma-SC,SC,Goias-GO,GO,1,0,2014,21,1
Atletico-MG,MG,Gremio-RS,RS,0,0,2014,21,0
Atletico-PR,PR,Vitoria-BA,BA,2,0,2014,21,1
Cruzeiro-MG,MG,Atletico-PR,PR,2,0,2014,22,1
Vitoria-BA,BA,Fluminense-RJ,RJ,3,1,2014,22,1
Figueirense-SC,SC,Criciuma-SC,SC,1,1,2014,22,0
Sport-PE,PE,Internacional-RS,RS,0,0,2014,22,0
Botafogo-RJ,RJ,Bahia-BA,BA,2,3,2014,22,0
Palmeiras-SP,SP,Flamengo-RJ,RJ,2,2,2014,22,0
Coritiba-PR,PR,Sao Paulo-SP,SP,3,1,2014,22,1
Goias-GO,GO,Atletico-MG,MG,2,3,2014,22,0
Corinthians-SP,SP,Chapecoense-SC,SC,1,1,2014,22,0
Gremio-RS,RS,Santos-SP,SP,0,0,2014,22,0
Atletico-PR,PR,Internacional-RS,RS,0,1,2014,23,0
Criciuma-SC,SC,Botafogo-RJ,RJ,1,1,2014,23,0
Vitoria-BA,BA,Bahia-BA,BA,2,1,2014,23,1
Cruzeiro-MG,MG,Atletico-MG,MG,2,3,2014,23,0
Flamengo-RJ,RJ,Fluminense-RJ,RJ,1,1,2014,23,0
Corinthians-SP,SP,Sao Paulo-SP,SP,3,2,2014,23,1
Sport-PE,PE,Coritiba-PR,PR,1,0,2014,23,1
Santos-SP,SP,Figueirense-SC,SC,3,1,2014,23,1
Gremio-RS,RS,Chapecoense-SC,SC,1,0,2014,23,1
Goias-GO,GO,Palmeiras-SP,SP,6,0,2014,23,1
Coritiba-PR,PR,Cruzeiro-MG,MG,1,2,2014,24,0
Internacional-RS,RS,Criciuma-SC,SC,3,0,2014,24,1
Bahia-BA,BA,Sport-PE,PE,1,0,2014,24,1
Chapecoense-SC,SC,Atletico-PR,PR,3,0,2014,24,1
Fluminense-RJ,RJ,Gremio-RS,RS,0,0,2014,24,0
Sao Paulo-SP,SP,Flamengo-RJ,RJ,2,2,2014,24,0
Figueirense-SC,SC,Corinthians-SP,SP,1,0,2014,24,1
Botafogo-RJ,RJ,Goias-GO,GO,1,0,2014,24,1
Palmeiras-SP,SP,Vitoria-BA,BA,2,0,2014,24,1
Atletico-MG,MG,Santos-SP,SP,3,2,2014,24,1
Chapecoense-SC,SC,Criciuma-SC,SC,1,1,2014,25,0
Sport-PE,PE,Cruzeiro-MG,MG,0,0,2014,25,0
Sao Paulo-SP,SP,Fluminense-RJ,RJ,1,3,2014,25,0
Atletico-PR,PR,Corinthians-SP,SP,1,0,2014,25,1
Atletico-MG,MG,Vitoria-BA,BA,2,0,2014,25,1
Bahia-BA,BA,Flamengo-RJ,RJ,2,1,2014,25,1
Botafogo-RJ,RJ,Gremio-RS,RS,0,2,2014,25,0
Internacional-RS,RS,Coritiba-PR,PR,4,2,2014,25,1
Figueirense-SC,SC,Palmeiras-SP,SP,3,1,2014,25,1
Santos-SP,SP,Goias-GO,GO,2,0,2014,25,1
Palmeiras-SP,SP,Chapecoense-SC,SC,4,2,2014,26,1
Gremio-RS,RS,Sao Paulo-SP,SP,0,1,2014,26,0
Vitoria-BA,BA,Botafogo-RJ,RJ,2,1,2014,26,1
Coritiba-PR,PR,Atletico-PR,PR,1,0,2014,26,1
Fluminense-RJ,RJ,Bahia-BA,BA,1,1,2014,26,0
Flamengo-RJ,RJ,Santos-SP,SP,0,1,2014,26,0
Cruzeiro-MG,MG,Internacional-RS,RS,2,1,2014,26,1
Corinthians-SP,SP,Sport-PE,PE,3,0,2014,26,1
Criciuma-SC,SC,Atletico-MG,MG,3,1,2014,26,1
Goias-GO,GO,Figueirense-SC,SC,1,0,2014,26,1
Botafogo-RJ,RJ,Palmeiras-SP,SP,0,1,2014,27,0
Sao Paulo-SP,SP,Atletico-PR,PR,1,0,2014,27,1
Coritiba-PR,PR,Criciuma-SC,SC,1,0,2014,27,1
Vitoria-BA,BA,Goias-GO,GO,2,2,2014,27,0
Gremio-RS,RS,Sport-PE,PE,2,0,2014,27,1
Figueirense-SC,SC,Flamengo-RJ,RJ,1,2,2014,27,0
Cruzeiro-MG,MG,Corinthians-SP,SP,0,1,2014,27,0
Santos-SP,SP,Bahia-BA,BA,1,0,2014,27,1
Fluminense-RJ,RJ,Atletico-MG,MG,0,0,2014,27,0
Chapecoense-SC,SC,Internacional-RS,RS,5,0,2014,27,1
Corinthians-SP,SP,Botafogo-RJ,RJ,1,1,2014,28,0
Goias-GO,GO,Coritiba-PR,PR,3,0,2014,28,1
Palmeiras-SP,SP,Gremio-RS,RS,2,1,2014,28,1
Internacional-RS,RS,Fluminense-RJ,RJ,2,1,2014,28,1
Bahia-BA,BA,Chapecoense-SC,SC,0,1,2014,28,0
Atletico-MG,MG,Sao Paulo-SP,SP,1,0,2014,28,1
Flamengo-RJ,RJ,Cruzeiro-MG,MG,3,0,2014,28,1
Atletico-PR,PR,Figueirense-SC,SC,3,0,2014,28,1
Sport-PE,PE,Vitoria-BA,BA,1,2,2014,28,0
Criciuma-SC,SC,Santos-SP,SP,3,0,2014,28,1
Goias-GO,GO,Gremio-RS,RS,0,0,2014,29,0
Fluminense-RJ,RJ,Criciuma-SC,SC,4,2,2014,29,1
Sao Paulo-SP,SP,Bahia-BA,BA,2,1,2014,29,1
Atletico-MG,MG,Chapecoense-SC,SC,1,0,2014,29,1
Internacional-RS,RS,Corinthians-SP,SP,1,2,2014,29,0
Figueirense-SC,SC,Coritiba-PR,PR,4,0,2014,29,1
Atletico-PR,PR,Flamengo-RJ,RJ,2,1,2014,29,1
Palmeiras-SP,SP,Santos-SP,SP,1,3,2014,29,0
Vitoria-BA,BA,Cruzeiro-MG,MG,0,1,2014,29,0
Botafogo-RJ,RJ,Sport-PE,PE,1,1,2014,29,0
Bahia-BA,BA,Atletico-MG,MG,1,1,2014,30,0
Flamengo-RJ,RJ,Internacional-RS,RS,2,0,2014,30,1
Corinthians-SP,SP,Vitoria-BA,BA,2,1,2014,30,1
Cruzeiro-MG,MG,Palmeiras-SP,SP,1,1,2014,30,0
Criciuma-SC,SC,Atletico-PR,PR,0,1,2014,30,0
Coritiba-PR,PR,Botafogo-RJ,RJ,2,0,2014,30,1
Gremio-RS,RS,Figueirense-SC,SC,1,0,2014,30,1
Santos-SP,SP,Fluminense-RJ,RJ,0,1,2014,30,0
Chapecoense-SC,SC,Sao Paulo-SP,SP,0,0,2014,30,0
Sport-PE,PE,Goias-GO,GO,0,1,2014,30,0
Palmeiras-SP,SP,Corinthians-SP,SP,1,1,2014,31,0
Figueirense-SC,SC,Cruzeiro-MG,MG,1,1,2014,31,0
Fluminense-RJ,RJ,Atletico-PR,PR,2,1,2014,31,1
Coritiba-PR,PR,Gremio-RS,RS,1,1,2014,31,0
Atletico-MG,MG,Sport-PE,PE,3,2,2014,31,1
Vitoria-BA,BA,Criciuma-SC,SC,3,1,2014,31,1
Chapecoense-SC,SC,Santos-SP,SP,1,1,2014,31,0
Internacional-RS,RS,Bahia-BA,BA,2,0,2014,31,1
Botafogo-RJ,RJ,Flamengo-RJ,RJ,2,1,2014,31,1
Sao Paulo-SP,SP,Goias-GO,GO,3,0,2014,31,1
Gremio-RS,RS,Vitoria-BA,BA,1,0,2014,32,1
Goias-GO,GO,Fluminense-RJ,RJ,0,2,2014,32,0
Corinthians-SP,SP,Coritiba-PR,PR,2,2,2014,32,0
Sport-PE,PE,Figueirense-SC,SC,1,0,2014,32,1
Santos-SP,SP,Internacional-RS,RS,1,2,2014,32,0
Cruzeiro-MG,MG,Botafogo-RJ,RJ,2,1,2014,32,1
Criciuma-SC,SC,Sao Paulo-SP,SP,1,2,2014,32,0
Flamengo-RJ,RJ,Chapecoense-SC,SC,3,0,2014,32,1
Atletico-PR,PR,Atletico-MG,MG,1,0,2014,32,1
Bahia-BA,BA,Palmeiras-SP,SP,0,1,2014,32,0
Palmeiras-SP,SP,Atletico-MG,MG,0,2,2014,33,0
Coritiba-PR,PR,Fluminense-RJ,RJ,1,0,2014,33,1
Botafogo-RJ,RJ,Atletico-PR,PR,0,2,2014,33,0
Figueirense-SC,SC,Chapecoense-SC,SC,1,0,2014,33,1
Gremio-RS,RS,Internacional-RS,RS,4,1,2014,33,1
Vitoria-BA,BA,Sao Paulo-SP,SP,1,2,2014,33,0
Sport-PE,PE,Flamengo-RJ,RJ,2,2,2014,33,0
Cruzeiro-MG,MG,Criciuma-SC,SC,3,1,2014,33,1
Corinthians-SP,SP,Santos-SP,SP,1,0,2014,33,1
Goias-GO,GO,Bahia-BA,BA,3,0,2014,33,1
Fluminense-RJ,RJ,Botafogo-RJ,RJ,1,0,2014,34,1
Criciuma-SC,SC,Gremio-RS,RS,0,3,2014,34,0
Bahia-BA,BA,Corinthians-SP,SP,1,2,2014,34,0
Internacional-RS,RS,Goias-GO,GO,1,0,2014,34,1
Santos-SP,SP,Cruzeiro-MG,MG,0,1,2014,34,0
Flamengo-RJ,RJ,Coritiba-PR,PR,3,2,2014,34,1
Atletico-PR,PR,Sport-PE,PE,0,1,2014,34,0
Atletico-MG,MG,Figueirense-SC,SC,1,1,2014,34,0
Sao Paulo-SP,SP,Palmeiras-SP,SP,2,0,2014,34,1
Chapecoense-SC,SC,Vitoria-BA,BA,0,1,2014,34,0
Sao Paulo-SP,SP,Internacional-RS,RS,1,1,2014,35,0
Atletico-PR,PR,Santos-SP,SP,1,1,2014,35,0
Botafogo-RJ,RJ,Figueirense-SC,SC,0,1,2014,35,0
Criciuma-SC,SC,Bahia-BA,BA,0,1,2014,35,0
Vitoria-BA,BA,Coritiba-PR,PR,1,1,2014,35,0
Goias-GO,GO,Corinthians-SP,SP,0,1,2014,35,0
Palmeiras-SP,SP,Sport-PE,PE,0,2,2014,35,0
Atletico-MG,MG,Flamengo-RJ,RJ,4,0,2014,35,1
Fluminense-RJ,RJ,Chapecoense-SC,SC,1,4,2014,35,0
Gremio-RS,RS,Cruzeiro-MG,MG,1,2,2014,35,0
Internacional-RS,RS,Atletico-MG,MG,2,1,2014,36,1
Bahia-BA,BA,Atletico-PR,PR,1,2,2014,36,0
Cruzeiro-MG,MG,Goias-GO,GO,2,1,2014,36,1
Figueirense-SC,SC,Vitoria-BA,BA,2,0,2014,36,1
Santos-SP,SP,Sao Paulo-SP,SP,0,1,2014,36,0
Sport-PE,PE,Fluminense-RJ,RJ,2,2,2014,36,0
Flamengo-RJ,RJ,Criciuma-SC,SC,1,1,2014,36,0
Coritiba-PR,PR,Palmeiras-SP,SP,2,0,2014,36,1
Corinthians-SP,SP,Gremio-RS,RS,1,0,2014,36,1
Chapecoense-SC,SC,Botafogo-RJ,RJ,2,0,2014,36,1
Criciuma-SC,SC,Sport-PE,PE,2,2,2014,37,0
Internacional-RS,RS,Palmeiras-SP,SP,3,1,2014,37,1
Flamengo-RJ,RJ,Vitoria-BA,BA,4,0,2014,37,1
Sao Paulo-SP,SP,Figueirense-SC,SC,1,1,2014,37,0
Fluminense-RJ,RJ,Corinthians-SP,SP,5,2,2014,37,1
Chapecoense-SC,SC,Cruzeiro-MG,MG,1,1,2014,37,0
Santos-SP,SP,Botafogo-RJ,RJ,2,0,2014,37,1
Atletico-PR,PR,Goias-GO,GO,1,0,2014,37,1
Atletico-MG,MG,Coritiba-PR,PR,1,2,2014,37,0
Bahia-BA,BA,Gremio-RS,RS,1,0,2014,37,1
Figueirense-SC,SC,Internacional-RS,RS,1,2,2014,38,0
Corinthians-SP,SP,Criciuma-SC,SC,2,1,2014,38,1
Vitoria-BA,BA,Santos-SP,SP,0,1,2014,38,0
Gremio-RS,RS,Flamengo-RJ,RJ,1,1,2014,38,0
Sport-PE,PE,Sao Paulo-SP,SP,1,0,2014,38,1
Cruzeiro-MG,MG,Fluminense-RJ,RJ,2,1,2014,38,1
Coritiba-PR,PR,Bahia-BA,BA,3,2,2014,38,1
Palmeiras-SP,SP,Atletico-PR,PR,1,1,2014,38,0
Botafogo-RJ,RJ,Atletico-MG,MG,0,0,2014,38,0
Goias-GO,GO,Chapecoense-SC,SC,4,2,2014,38,1
Palmeiras-SP,SP,Atletico-MG,MG,2,2,2015,1,0
Chapecoense-SC,SC,Coritiba-PR,PR,2,1,2015,1,1
Fluminense-RJ,RJ,Joinville-SC,SC,1,0,2015,1,1
Gremio-RS,RS,Ponte Preta-SP,SP,3,3,2015,1,0
Sao Paulo-SP,SP,Flamengo-RJ,RJ,2,1,2015,1,1
Cruzeiro-MG,MG,Corinthians-SP,SP,0,1,2015,1,0
Atletico-PR,PR,Internacional-RS,RS,3,0,2015,1,1
Sport-PE,PE,Figueirense-SC,SC,4,1,2015,1,1
Vasco da Gama-RJ,RJ,Goias-GO,GO,0,0,2015,1,0
Avai-SC,SC,Santos-SP,SP,1,1,2015,1,0
Coritiba-PR,PR,Gremio-RS,RS,2,0,2015,2,1
Goias-GO,GO,Atletico-PR,PR,2,0,2015,2,1
Corinthians-SP,SP,Chapecoense-SC,SC,1,0,2015,2,1
Figueirense-SC,SC,Vasco da Gama-RJ,RJ,0,0,2015,2,0
Flamengo-RJ,RJ,Sport-PE,PE,2,2,2015,2,0
Santos-SP,SP,Cruzeiro-MG,MG,1,0,2015,2,1
Atletico-MG,MG,Fluminense-RJ,RJ,4,1,2015,2,1
Joinville-SC,SC,Palmeiras-SP,SP,0,0,2015,2,0
Ponte Preta-SP,SP,Sao Paulo-SP,SP,1,0,2015,2,1
Internacional-RS,RS,Avai-SC,SC,1,0,2015,2,1
Sao Paulo-SP,SP,Joinville-SC,SC,3,0,2015,3,1
Vasco da Gama-RJ,RJ,Internacional-RS,RS,1,1,2015,3,0
Gremio-RS,RS,Figueirense-SC,SC,1,0,2015,3,1
Palmeiras-SP,SP,Goias-GO,GO,0,1,2015,3,0
Chapecoense-SC,SC,Santos-SP,SP,1,0,2015,3,1
Fluminense-RJ,RJ,Corinthians-SP,SP,0,0,2015,3,0
Atletico-PR,PR,Atletico-MG,MG,1,0,2015,3,1
Avai-SC,SC,Flamengo-RJ,RJ,2,1,2015,3,1
Cruzeiro-MG,MG,Ponte Preta-SP,SP,1,1,2015,3,0
Sport-PE,PE,Coritiba-PR,PR,1,0,2015,3,1
Ponte Preta-SP,SP,Chapecoense-SC,SC,3,1,2015,4,1
Coritiba-PR,PR,Avai-SC,SC,1,2,2015,4,0
Joinville-SC,SC,Atletico-PR,PR,1,2,2015,4,0
Santos-SP,SP,Sport-PE,PE,2,2,2015,4,0
